PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068475	1473278243460	1473278243579	e	69
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068478	1473278243523	1473278243707	r	82
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068539	1473278243643	1473278243755	e	69
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068545	1473278243720	1473278243819	 	32
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068550	1473278243835	1473278244011	o	79
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068554	1473278243924	1473278244100	n	78
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068558	1473278244019	1473278244187	 	32
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068560	1473278244555	1473278244747	o	79
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068568	1473278244635	1473278244771	u	85
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068573	1473278244763	1473278244891	r	82
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068580	1473278244819	1473278244963	 	32
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068586	1473278245011	1473278245131	s	83
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068593	1473278245083	1473278245203	t	84
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068741	1473278245195	1473278245309	u	85
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068743	1473278245355	1473278245435	f	70
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068748	1473278245483	1473278245595	f	70
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068754	1473278245635	1473278246068	SHIFT	16
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068751	1473278245899	1473278246003	?	191
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068758	1473278247003	1473278247107	BKSP	8
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068760	1473278247147	1473278247676	SHIFT	16
100341	1094720	Thanks for keeping your eyes out there on our stuff!	Thanks for keeping your eyes out there on our stuff!	52068763	1473278247563	1473278247692	!	49
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52068938	1473278250012	1473278250228	SHIFT	16
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52068940	1473278250164	1473278250308	W	87
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52068945	1473278250420	1473278250532	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52068952	1473278250548	1473278250692	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52068960	1473278250716	1473278250820	a	65
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069008	1473278250812	1473278250996	r	82
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069011	1473278250916	1473278251036	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069015	1473278250988	1473278251116	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069019	1473278251156	1473278251260	d	68
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069024	1473278251268	1473278251380	o	79
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069028	1473278251428	1473278251524	w	87
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069080	1473278251892	1473278252020	n	78
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069083	1473278252036	1473278252212	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069088	1473278252156	1473278252268	t	84
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069091	1473278252292	1473278252412	o	79
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069234	1473278252364	1473278252476	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069239	1473278252612	1473278252724	3	51
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069244	1473278252868	1473278252988	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069250	1473278253116	1473278253204	w	87
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069255	1473278253732	1473278253860	BKSP	8
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069259	1473278253852	1473278253956	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069263	1473278253980	1473278254188	m	77
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069319	1473278254132	1473278254268	p	80
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069322	1473278254572	1473278254692	l	76
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069323	1473278254763	1473278254868	o	79
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069326	1473278254948	1473278255044	y	89
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069330	1473278255156	1473278255252	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069334	1473278255331	1473278255412	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069430	1473278255524	1473278255636	s	83
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069434	1473278255596	1473278255739	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069444	1473278255755	1473278255900	i	73
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069450	1473278256108	1473278256219	BKSP	8
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069458	1473278256435	1473278256501	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069460	1473278256884	1473278257003	BKSP	8
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069463	1473278257115	1473278257211	h	72
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069505	1473278257260	1473278257355	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069507	1473278257619	1473278257795	r	82
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069508	1473278257707	1473278257875	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069509	1473278257811	1473278257963	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069510	1473278258019	1473278258195	i	73
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069562	1473278258124	1473278258251	n	78
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069566	1473278258147	1473278258275	 	32
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069578	1473278258283	1473278258451	SHIFT	16
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069588	1473278258372	1473278258475	D	68
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069595	1473278258539	1473278258643	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069606	1473278258627	1473278258755	n	78
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069615	1473278258731	1473278258867	v	86
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069621	1473278258987	1473278259179	e	69
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069631	1473278259123	1473278259219	r	82
100341	1094738	We are down to 3 employees here in Denver.	We are down to 3 employees here in Denver.	52069635	1473278259283	1473278259411	.	190
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069828	1473278261379	1473278261627	SHIFT	16
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069831	1473278261523	1473278261651	S	83
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069834	1473278261619	1473278261731	U	85
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069837	1473278262283	1473278262411	BKSP	8
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069841	1473278262539	1473278262707	u	85
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069843	1473278262659	1473278262803	n	78
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069844	1473278262819	1473278262947	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069958	1473278262939	1473278263163	SHIFT	16
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069954	1473278262979	1473278263075	J	74
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069965	1473278263323	1473278263388	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069971	1473278263683	1473278263803	BKSP	8
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069980	1473278263923	1473278264043	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069987	1473278264067	1473278264163	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52069992	1473278264251	1473278264363	z	90
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070032	1473278264431	1473278264563	h	72
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070035	1473278264587	1473278264691	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070038	1473278264723	1473278264843	n	78
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070043	1473278264851	1473278264955	g	71
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070047	1473278265116	1473278265212	,	188
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070141	1473278265412	1473278265484	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070144	1473278265868	1473278265956	5	53
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070147	1473278266084	1473278266220	0	48
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070150	1473278266844	1473278266916	,	188
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070158	1473278267156	1473278267260	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070188	1473278267396	1473278267500	t	84
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070190	1473278267564	1473278267676	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070195	1473278267668	1473278267788	k	75
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070201	1473278267780	1473278267968	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070247	1473278267884	1473278268028	s	83
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070251	1473278267948	1473278268092	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070254	1473278268088	1473278268220	o	79
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070260	1473278268180	1473278268292	v	86
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070265	1473278268348	1473278268508	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070272	1473278268452	1473278268572	r	82
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070329	1473278268544	1473278268668	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070333	1473278268676	1473278268792	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070335	1473278269096	1473278269240	s	83
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070337	1473278269212	1473278269360	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070339	1473278269396	1473278269580	r	82
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070387	1473278269532	1473278269668	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070389	1473278269687	1473278269788	d	68
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070395	1473278269788	1473278269948	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070399	1473278269892	1473278270019	o	79
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070404	1473278270184	1473278270312	,	188
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070408	1473278270388	1473278270528	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070453	1473278270740	1473278270876	f	70
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070454	1473278270820	1473278270931	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070455	1473278271056	1473278271184	l	76
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070456	1473278271259	1473278271407	m	77
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070522	1473278271392	1473278271508	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070525	1473278271543	1473278271640	a	65
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070530	1473278271703	1473278271815	n	78
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070535	1473278271775	1473278271904	d	68
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070539	1473278271859	1473278272024	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070546	1473278272024	1473278272183	t	84
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070615	1473278272104	1473278272215	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070619	1473278272320	1473278272383	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070623	1473278272711	1473278272823	BKSP	8
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070627	1473278272943	1473278273079	l	76
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070631	1473278273016	1473278273175	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070634	1473278273119	1473278273303	v	86
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070692	1473278273279	1473278273319	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070700	1473278273735	1473278273855	BKSP	8
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070709	1473278273944	1473278274048	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070715	1473278274048	1473278274159	s	83
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070747	1473278274175	1473278274407	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070720	1473278274216	1473278274383	o	79
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070753	1473278274343	1473278274479	n	78
